Name,Platform,Year,Genre,Publisher,Global_Sales
'Sonic Generations',X360,2011,Platform,Sega,1.42
'Super Metroid',SNES,1994,Action,Nintendo,1.42
'Pro Yakyuu Family Stadium 87',NES,1987,Sports,'Namco Bandai Games',1.42
'Dead Space',X360,2008,Action,'Electronic Arts',1.42
'Resident Evil (Remake)',GC,2002,Action,Capcom,1.42
'Inazuma Eleven 2',DS,2009,Role-Playing,Nintendo,1.42
'Tomb Raider (2013)',PS4,2014,Action,'Square Enix',1.41
'LEGO Star Wars II: The Original Trilogy',PSP,2006,Action,LucasArts,1.41
'Toy Story 3: The Video Game',Wii,2010,Action,'Disney Interactive Studios',1.41
'Fight Night Round 4',X360,2009,Fighting,'Electronic Arts',1.41
'LEGO Star Wars: The Video Game',GC,2005,Action,'Eidos Interactive',1.41
'Injustice: Gods Among Us',X360,2013,Fighting,'Warner Bros. Interactive Entertainment',1.41
'Madden NFL 15',PS3,2014,Sports,'Electronic Arts',1.41
'Disney The Lion King',GEN,1994,Platform,'Virgin Interactive',1.41
'Ridge Racer',PSP,2004,Racing,'Sony Computer Entertainment',1.41
'Metroid: Other M',Wii,2010,Action,Nintendo,1.41
'Knockout Kings 2000',PS,1999,Fighting,'Electronic Arts',1.41
'Gran Turismo 4 Prologue',PS2,2003,Racing,'Sony Computer Entertainment',1.41
'Twisted Metal: Black',PS2,2001,Racing,'Sony Computer Entertainment',1.41
'NASCAR 2005: Chase for the Cup',PS2,2004,Racing,'Electronic Arts',1.41
'Call of Duty: Black Ops',Wii,2010,Shooter,Activision,1.4
'Spider-Man: The Movie',XB,2002,Action,Activision,1.4
'Need For Speed: Undercover',PS2,2008,Racing,'Electronic Arts',1.4
2Xtreme,PS,1996,Sports,'Sony Computer Entertainment',1.4
'Far Cry 2',PS3,2008,Action,Ubisoft,1.4
'Sonic Advance 3',GBA,2004,Platform,THQ,1.4
'Final Fantasy III',NES,1990,Role-Playing,SquareSoft,1.4
'Battlefield 4',PC,2013,Shooter,'Electronic Arts',1.4
'Colin McRae Rally 3',PS2,2002,Racing,Codemasters,1.4
'Madden NFL 2002',PS,2001,Sports,'Electronic Arts',1.39
'Doom (2016)',PS4,2016,Shooter,'Bethesda Softworks',1.39
'Final Fantasy XII: Revenant Wings',DS,2007,Role-Playing,'Square Enix',1.39
'Bakugan: Battle Brawlers',DS,2009,Action,Activision,1.39
'Deus Ex: Human Revolution',PS3,2011,Shooter,'Square Enix',1.39
'NBA Jam',SNES,1994,Sports,'Acclaim Entertainment',1.39
'Teenage Mutant Ninja Turtles III: The Manhattan Project',NES,1991,Action,'Konami Digital Entertainment',1.39
'Dynasty Warriors 5',PS2,2005,Action,'Tecmo Koei',1.39
'Hannah Montana: Spotlight World Tour',Wii,2007,Action,'Disney Interactive Studios',1.39
'WWE 13',PS3,2012,Action,THQ,1.39
'Deus Ex: Human Revolution',X360,2011,Shooter,'Square Enix',1.39
'True Crime: Streets of LA',XB,2003,Action,Activision,1.38
'The Sims 2',PSP,2005,Simulation,'Electronic Arts',1.38
'Paper Mario',N64,2000,Role-Playing,Nintendo,1.38
'Bravely Default: Flying Fairy',3DS,2012,Role-Playing,Nintendo,1.38
Titanfall,X360,2014,Shooter,'Electronic Arts',1.38
'Duke Nukem: Time to Kill',PS,1998,Shooter,'Take-Two Interactive',1.38
'Persona 4: Golden',PSV,2012,Role-Playing,Atlus,1.38
'Dead Rising 2',PS3,2010,Action,Capcom,1.38
'Hasbro Family Game Night 2',Wii,2009,Misc,'Electronic Arts',1.38
'Disney Princess: Enchanted Journey',Wii,2007,Adventure,'Disney Interactive Studios',1.38
'Gardening Mama',DS,2009,Puzzle,'505 Games',1.38
'Dave Mirra Freestyle BMX 2',PS2,2001,Sports,'Acclaim Entertainment',1.38
'Need for Speed: The Run',X360,2011,Action,'Electronic Arts',1.38
'LEGO Indiana Jones: The Original Adventures',PS2,2008,Action,LucasArts,1.37
'Assassin Creed: Rogue',PS3,2014,Action,Ubisoft,1.37
'Ridge Racer 7',PS3,2006,Racing,'Namco Bandai Games',1.37
'A Collection of Activision Classic Games for the Atari 2600',PS,1998,Misc,Activision,1.37
'Forza Horizon 2',XOne,2014,Racing,'Microsoft Game Studios',1.37
'MotorStorm: Pacific Rift',PS3,2008,Racing,'Sony Computer Entertainment',1.37
'Sonic Colors',DS,2010,Platform,Sega,1.37
'Star Wars Knights of the Old Republic II: The Sith Lords',XB,2004,Role-Playing,Activision,1.37
'LEGO Harry Potter: Years 1-4',PS3,2010,Action,'Warner Bros. Interactive Entertainment',1.37
'Pocket Monsters Stadium',N64,1998,Strategy,Nintendo,1.37
'NBA 2K15',PS3,2014,Sports,'Take-Two Interactive',1.36
'Tom Clancy Ghost Recon 2',XB,2004,Shooter,Ubisoft,1.36
'Crash Bandicoot 2: N-Tranced',GBA,2003,Platform,'Vivendi Games',1.36
'Burnout Paradise',X360,2008,Racing,'Electronic Arts',1.36
'SingStar Abba',PS2,2008,Misc,'Sony Computer Entertainment',1.36
Gradius,NES,1986,Shooter,'Konami Digital Entertainment',1.36
'Dragon Quest III: Soshite Densetsu e...',SNES,1996,Role-Playing,'Enix Corporation',1.36
Centipede,2600,1981,Shooter,Atari,1.36
'Yoshi New Island',3DS,2014,Platform,Nintendo,1.36
'Ryse: Son of Rome',XOne,2013,Action,'Microsoft Game Studios',1.36
'Dead to Rights',PS2,2002,Shooter,'Electronic Arts',1.36
'LEGO Harry Potter: Years 5-7',Wii,N/A,Action,'Warner Bros. Interactive Entertainment',1.36
'Marvel vs. Capcom 3: Fate of Two Worlds',PS3,2011,Fighting,Capcom,1.35
'Dance Dance Revolution (Japan)',PS,1999,Simulation,'Konami Digital Entertainment',1.35
'F1 2010',PS3,2010,Racing,Codemasters,1.35
'Madden NFL 98',PS,1997,Sports,'Electronic Arts',1.35
'FIFA Soccer 09',PSP,2008,Sports,'Electronic Arts',1.35
'Namco Museum DS',DS,2007,Misc,Atari,1.35
'FIFA Soccer 08',PSP,2007,Sports,'Electronic Arts',1.35
'Grand Theft Auto: Chinatown Wars',DS,2009,Action,'Take-Two Interactive',1.35
'Alan Wake',X360,2010,Action,'Microsoft Game Studios',1.35
'Battlefield: Bad Company',PS3,2008,Shooter,'Electronic Arts',1.35
'Mortal Kombat X',XOne,2015,Fighting,'Warner Bros. Interactive Entertainment',1.35
'Samurai Warriors',PS2,2004,Action,'Electronic Arts',1.35
'The Simpsons: Hit & Run',XB,2003,Racing,'Vivendi Games',1.35
'Devil May Cry 4',X360,2008,Action,Capcom,1.35
'Tom Clancy Rainbow Six: Vegas 2',PS3,2008,Shooter,Ubisoft,1.35
'Monster Hunter Freedom',PSP,2005,Role-Playing,Capcom,1.35
'Crysis 2',X360,2011,Action,'Electronic Arts',1.35
'SaGa Frontier',PS,1997,Role-Playing,SquareSoft,1.35
'SingStar Party',PS2,2004,Misc,'Sony Computer Entertainment',1.35
'FIFA Soccer 08',X360,2007,Sports,'Electronic Arts',1.35
'The ICO & Shadow of the Colossus Collection',PS3,2011,Adventure,'Sony Computer Entertainment',1.35
'Test Drive',PS2,2002,Racing,Atari,1.34
'Mario & Luigi: Partners in Time',DS,2005,Role-Playing,Nintendo,1.34
'Lost Planet: Extreme Condition',X360,2006,Shooter,Capcom,1.34
'Mortal Kombat 3',GEN,1994,Fighting,'Acclaim Entertainment',1.34
'Doom 3',XB,2005,Shooter,Activision,1.34
'Donkey Kong Jungle Beat',GC,2004,Platform,Nintendo,1.34
'Need for Speed Carbon',PS2,2006,Racing,'Electronic Arts',1.34
'Max Payne 2: The Fall of Max Payne',PS2,2003,Shooter,'Take-Two Interactive',1.34
'Command & Conquer: Red Alert 2',PC,2000,Strategy,'Electronic Arts',1.34
'MVP Baseball 2004',PS2,2004,Sports,'Electronic Arts',1.34
'WWE SmackDown vs Raw 2008',PS3,2007,Fighting,THQ,1.33
'Ratchet & Clank: Up Your Arsenal (Weekly american sales)',PS2,2004,Platform,'Sony Computer Entertainment',1.33
'Your Shape: Fitness Evolved',X360,2010,Sports,Ubisoft,1.33
Rage,PS3,2011,Shooter,'Bethesda Softworks',1.33
'Skylanders SWAP Force',X360,2013,Platform,Activision,1.33
'NBA 2K14',PS4,2013,Sports,'Take-Two Interactive',1.33
'Spider-Man: The Movie',GBA,2002,Action,Activision,1.33
'WWF War Zone',N64,1998,Fighting,'Acclaim Entertainment',1.33
'Tony Hawk Pro Skater',GB,2000,Sports,Activision,1.33
'The Sims: Bustin Out',GBA,2003,Simulation,'Electronic Arts',1.33
'Triple Play 2001',PS,2000,Sports,'Electronic Arts',1.33
'Metroid Prime 2: Echoes',GC,2004,Shooter,Nintendo,1.33
'UFC Undisputed 2010',X360,2010,Fighting,THQ,1.33
'Final Fantasy X / X-2 HD Remaster',PS3,2013,Role-Playing,'Square Enix',1.33
Corvette,PS2,2004,Racing,'TDK Mediactive',1.33
'Petz Wild Animals: Dolphinz',DS,2007,Simulation,Ubisoft,1.33
'Pokemon Ranger: Guardian Signs',DS,2010,Role-Playing,Nintendo,1.33
'Middle-Earth: Shadow of Mordor',XOne,2014,Action,'Warner Bros. Interactive Entertainment',1.32
'Need for Speed Underground Rivals',PSP,2005,Racing,'Electronic Arts',1.32
'LEGO Batman: The Videogame',PS3,2008,Action,'Warner Bros. Interactive Entertainment',1.32
'Dark Souls II',PS3,2014,Role-Playing,'Namco Bandai Games',1.32
'World of Warcraft: Wrath of the Lich King',PC,2008,Role-Playing,Activision,1.32
'Kingdom Hearts II',PS3,2014,Role-Playing,'Square Enix',1.32
'The LEGO Movie Videogame',X360,2014,Action,'Warner Bros. Interactive Entertainment',1.32
'TOCA 2: Touring Cars',PS,1998,Racing,Codemasters,1.32
Gyromite,NES,1985,Puzzle,Nintendo,1.32
'NFL 2K3',PS2,2002,Sports,Atari,1.32
'Fighting Force',PS,1997,Fighting,'Eidos Interactive',1.32
'Mega Man Battle Network 4: Red Sun / Blue Moon',GBA,2003,Role-Playing,Capcom,1.32
'MAG: Massive Action Game',PS3,2010,Shooter,'Sony Computer Entertainment',1.32
'Madden NFL 97',PS,1996,Sports,'Electronic Arts',1.32
'Cars 2',DS,2011,Racing,'Disney Interactive Studios',1.32
'Skylanders Giants',X360,2012,Action,Activision,1.32
'LEGO Batman: The Videogame',PSP,N/A,Action,'Warner Bros. Interactive Entertainment',1.32
'TNN Motor Sports Hardcore 4x4',PS,1996,Racing,'ASC Games',1.31
'IHRA Drag Racing 2',PS2,2002,Racing,'Bethesda Softworks',1.31
'The Beatles: Rock Band',X360,2009,Misc,'MTV Games',1.31
'Tekken 6',X360,2009,Fighting,'Namco Bandai Games',1.31
[Prototype],X360,2009,Action,Activision,1.31
'Deal or No Deal',Wii,2009,Misc,'Zoo Games',1.31
Madagascar,PS2,2005,Platform,Activision,1.31
'Rugrats Studio Tour',PS,1999,Adventure,THQ,1.31
'LEGO Battles',DS,2009,Strategy,'Warner Bros. Interactive Entertainment',1.31
'Pitfall II: Lost Caverns',2600,1983,Platform,Activision,1.31
'Turok: Evolution',PS2,2002,Shooter,'Acclaim Entertainment',1.31
'High School Musical 3: Senior Year DANCE!',Wii,2008,Misc,'Disney Interactive Studios',1.31
'Gold Gym: Cardio Workout',Wii,2008,Sports,Ubisoft,1.31
'Burnout 3: Takedown',XB,2004,Racing,'Electronic Arts',1.31
Adventure,2600,N/A,Adventure,Atari,1.3
'Yu-Gi-Oh! The Sacred Cards',GBA,2002,Role-Playing,'Konami Digital Entertainment',1.3
'Crysis 2',PS3,2011,Action,'Electronic Arts',1.3
'NBA Live 07',PS2,2006,Sports,'Electronic Arts',1.3
'Saints Row IV',PS3,2013,Action,'Deep Silver',1.3
'SingStar 80s',PS2,2005,Misc,'Sony Computer Entertainment',1.3
'EA Playground',Wii,2007,Sports,'Electronic Arts',1.3
'Test Drive 5',PS,1997,Racing,Accolade,1.3
'Romancing SaGa 3',SNES,1995,Role-Playing,SquareSoft,1.3
'EA Sports Active 2',Wii,2010,Sports,'Electronic Arts',1.3
'Digimon World',PS,1999,Role-Playing,'Namco Bandai Games',1.3
'Rise of the Tomb Raider',XOne,2015,Adventure,'Square Enix',1.3
'Need for Speed Carbon',Wii,2006,Racing,'Electronic Arts',1.29
'Yoshi Woolly World',WiiU,2015,Platform,Nintendo,1.29
'Mega Man Battle Network 3 Blue / White Version',GBA,2002,Role-Playing,Capcom,1.29
'FIFA Street',PS3,2012,Sports,'Electronic Arts',1.29
'Resident Evil Zero',GC,2002,Action,Capcom,1.29
'Need for Speed: Most Wanted',X360,2005,Racing,'Electronic Arts',1.29
'Tom Clancy Rainbow Six: Siege',XOne,2015,Shooter,Ubisoft,1.29
'Pirates of the Caribbean: The Curse of the Black Pearl',GBA,2003,Platform,'TDK Mediactive',1.29
Transformers,PS2,2004,Shooter,Atari,1.29
'Guitar Hero: Aerosmith',Wii,2008,Misc,Activision,1.29
'Mystery Case Files: MillionHeir',DS,2008,Adventure,Nintendo,1.29
'Valkyria Chronicles',PS3,2008,Role-Playing,Sega,1.29
'Midnight Club 3: DUB Edition (America weekly sales)',PS2,2005,Racing,'Take-Two Interactive',1.29
'Champions of Norrath',PS2,2004,Role-Playing,'Sony Online Entertainment',1.28
'Watch Dogs',X360,2014,Action,Ubisoft,1.28
'Imagine: Wedding Designer',DS,2008,Simulation,Ubisoft,1.28
'Metal Gear Solid V: Ground Zeroes',PS4,2014,Action,'Konami Digital Entertainment',1.28
Yakuman,GB,1989,Misc,Nintendo,1.28
'Assassin Creed Syndicate',XOne,2015,Action,Ubisoft,1.28
'Army Men 3D',PS,1999,Action,3DO,1.28
'WWE 13',X360,2012,Action,THQ,1.28
'Twisted Metal 4',PS,1999,Racing,'989 Studios',1.28
Manhunt,PS2,2003,Action,'Take-Two Interactive',1.28
'Kid Icarus: Uprising',3DS,2012,Action,Nintendo,1.28
'Silent Hill 2',PS2,2001,Action,'Konami Digital Entertainment',1.28
'Tomb Raider: Underworld',PS3,2008,Action,'Eidos Interactive',1.27
'Castlevania: Symphony of the Night',PS,1997,Platform,'Konami Digital Entertainment',1.27
'The Sims 2: Nightlife',PC,2005,Simulation,'Electronic Arts',1.27
'LEGO Batman: The Videogame',PS2,2008,Action,'Warner Bros. Interactive Entertainment',1.27
'Road Rash',PS,1995,Racing,'Electronic Arts',1.27
'Pokemon Mystery Dungeon: Gates to Infinity',3DS,2012,Role-Playing,Nintendo,1.27
Atlantis,2600,1981,Shooter,Imagic,1.27
'NBA 2K9',X360,2008,Sports,'Take-Two Interactive',1.27
'WWE 12',X360,2011,Fighting,THQ,1.27
'Tony Hawk Underground',XB,2003,Sports,Activision,1.27
'Hogan Alley',NES,1984,Shooter,Nintendo,1.27
'The Elder Scrolls Online',XOne,2015,Role-Playing,'Bethesda Softworks',1.27
'Jillian Michaels Fitness Ultimatum 2009',Wii,2008,Sports,'Deep Silver',1.27
'.hack//Infection Part 1',PS2,2002,Role-Playing,Atari,1.27
'Rockstar Games presents Table Tennis',Wii,2007,Sports,'Take-Two Interactive',1.27
'Sonic Adventure DX: Director Cut',GC,2003,Platform,Sega,1.27
'Jet Li: Rise to Honor',PS2,2004,Action,'Sony Computer Entertainment',1.27
'Battle Arena Toshinden',PS,1994,Fighting,'Sony Computer Entertainment',1.27
'Yokai Watch 3',3DS,2016,Action,'Level 5',1.27
'Kung Fu Panda',DS,2008,Action,Activision,1.26
'Tamagotchi Connection: Corner Shop',DS,2005,Simulation,Atari,1.26
'Football Manager 2011',PC,2010,Sports,Sega,1.26
'Devil Dice',PS,1998,Puzzle,THQ,1.26
'Final Fantasy IV',DS,2007,Simulation,'Square Enix',1.26
'Hyrule Warriors',WiiU,2014,Action,Nintendo,1.26
'Need for Speed Carbon',PS3,2006,Racing,'Electronic Arts',1.26
'Championship Manager 03/04',PC,2003,Sports,'Eidos Interactive',1.26
'Brian Lara Cricket',PS,1998,Sports,Codemasters,1.26
Ratatouille,DS,2007,Action,THQ,1.26
'Wheel of Fortune',PS,1998,Misc,'Hasbro Interactive',1.26
'LEGO The Lord of the Rings',X360,2012,Action,'Warner Bros. Interactive Entertainment',1.26
'Winter Sports: The Ultimate Challenge',Wii,2007,Sports,RTL,1.26
'SOCOM: U.S. Navy SEALs Confrontation',PS3,2008,Shooter,'Sony Computer Entertainment',1.25
'NBA Live 2001',PS,2000,Sports,'Electronic Arts',1.25
'Star Wars: The Force Unleashed',PS2,2008,Action,LucasArts,1.25
Combat,2600,N/A,Action,Atari,1.25
'Tom Clancy Rainbow Six: Vegas',PS3,2007,Shooter,Ubisoft,1.25
'Dragon Ball: Daimaou Fukkatsu',NES,1988,Role-Playing,'Namco Bandai Games',1.25
'Gegege no Kitarou 2: Youkai Gundan no Chousen',NES,1987,Role-Playing,'Namco Bandai Games',1.25
'Reel Fishing',PS,1996,Sports,Natsume,1.25
'Injustice: Gods Among Us',PS3,2013,Fighting,'Warner Bros. Interactive Entertainment',1.25
'Pokemon XD: Gale of Darkness',GC,2005,Role-Playing,Nintendo,1.25
Black,PS2,2006,Shooter,'Electronic Arts',1.25
'RollerCoaster Tycoon 2',PC,2002,Strategy,Atari,1.25
'Lara Croft Tomb Raider: The Angel of Darkness',PS2,2003,Action,'Eidos Interactive',1.25
'Tom Clancy Splinter Cell: Pandora Tomorrow',PS2,2004,Action,Ubisoft,1.25
'Road Rash 3D',PS,1998,Racing,'Electronic Arts',1.25
'Ratchet: Deadlocked',PS2,2005,Shooter,'Sony Computer Entertainment',1.24
'Baldur Gate: Dark Alliance',PS2,2001,Role-Playing,'Virgin Interactive',1.24
'Transformers: Autobots / Decepticons',DS,2007,Action,Activision,1.24
'Tales of Xillia',PS3,2011,Role-Playing,'Namco Bandai Games',1.24
'Diddy Kong Racing DS',DS,2007,Racing,Nintendo,1.24
[Prototype],PS3,2009,Action,Activision,1.24
'Assassin Creed: Bloodlines',PSP,2009,Action,Ubisoft,1.24
'Oddworld: Abe Oddysee',PS,1997,Platform,'GT Interactive',1.24
'The Witcher 3: Wild Hunt',XOne,2015,Role-Playing,'Namco Bandai Games',1.24
'Ridge Racer V',PS2,2000,Action,'Namco Bandai Games',1.24
'WWE SmackDown vs. Raw 2009',PS2,2008,Fighting,THQ,1.24
'Tetris 2 (All region sales)',GB,1992,Puzzle,Nintendo,1.24
'Star Wars Episode III: Revenge of the Sith',XB,2005,Action,Activision,1.24
'Ben 10: Protector of Earth',Wii,2007,Action,D3Publisher,1.23
'Frogger: The Great Quest',PS2,2001,Platform,'Konami Digital Entertainment',1.23
'2010 FIFA World Cup South Africa',PS3,2010,Sports,'Electronic Arts',1.23
'Ninja Gaiden',XB,2004,Action,'Microsoft Game Studios',1.23
'Crash Bandicoot: The Wrath of Cortex',XB,2002,Platform,'Universal Interactive',1.23
Driv3r,PS2,2004,Racing,Atari,1.23
'Disney Tarzan / Disney Aladdin in Nasira Revenge / Disney The Emperor New Groove Action Game',PS,2003,Misc,'Sony Computer Entertainment',1.23
'Farming Simulator 2015',PC,2014,Simulation,'Focus Home Interactive',1.23
'Guitar Hero: Aerosmith',X360,2008,Misc,Activision,1.23
'Medal of Honor: Airborne',PS3,2007,Shooter,'Electronic Arts',1.23
'Kirby Tilt Tumble',GB,2000,Puzzle,Nintendo,1.23
'SpongeBob SquarePants: Battle for Bikini Bottom',GBA,2003,Platform,THQ,1.23
'Vigilante 8',PS,1998,Racing,Activision,1.23
Castlevania,NES,1986,Platform,'Konami Digital Entertainment',1.23
'Donkey Kong Country 2',GBA,2004,Platform,Nintendo,1.23
Bayonetta,PS3,2009,Action,Sega,1.23
'WarioWare Inc.: Mega MicroGame',GBA,2003,Puzzle,Nintendo,1.23
'Star Wars: Battlefront II',PSP,2005,Shooter,LucasArts,1.23
'Madden NFL 17',PS4,2016,Sports,'Electronic Arts',1.23
'Boom Blox',Wii,2008,Puzzle,'Electronic Arts',1.23
'Fallout 4',PC,2015,Role-Playing,'Bethesda Softworks',1.23
'The Sims 2: Castaway',Wii,2007,Simulation,'Electronic Arts',1.23
'LEGO Batman 2: DC Super Heroes',PS3,2012,Action,'Warner Bros. Interactive Entertainment',1.22
'Naruto Shippuden: Ultimate Ninja Storm 2',PS3,2010,Fighting,'Namco Bandai Games',1.22
'Mario Power Tennis',GC,2004,Sports,Nintendo,1.22
'Intelligent Qube',PS,1997,Puzzle,'Sony Computer Entertainment',1.22
'Game & Watch Gallery 2',GB,1997,Misc,Nintendo,1.22
'Game & Watch Gallery 3',GB,1999,Misc,Nintendo,1.22
Pac-Man,NES,1984,Puzzle,'Namco Bandai Games',1.22
'Parfait: Chocolat Second Style',PS2,2006,Adventure,Alchemist,1.22
'F1 2011',PS3,2011,Racing,Codemasters,1.22
Cars,PSP,2006,Racing,THQ,1.22
'NBA Live 99',PS,1997,Sports,'Electronic Arts',1.22
'Chocobo no Fushigi Dungeon',PS,1997,Role-Playing,SquareSoft,1.22
'Golden Sun: The Lost Age',GBA,2002,Role-Playing,Nintendo,1.22
'SimCity 2000',PS,1996,Simulation,Maxis,1.22
'Max Payne',XB,2001,Shooter,'Take-Two Interactive',1.22
'WCW Mayhem',PS,1998,Fighting,'Electronic Arts',1.22
'NBA 2K2',PS2,2002,Sports,Sega,1.22
'NASCAR Thunder 2003',PS2,N/A,Racing,Unknown,1.22
'Super Street Fighter IV: 3D Edition',3DS,2011,Fighting,Capcom,1.22
Cars,PS2,2006,Racing,THQ,1.21
'Fuzion Frenzy',XB,2001,Misc,'Microsoft Game Studios',1.21
'Call of Duty: Finest Hour',XB,2004,Shooter,Activision,1.21
'FIFA Soccer 11',PSP,2010,Sports,'Electronic Arts',1.21
'Sly Cooper and the Thievius Raccoonus',PS2,2002,Platform,'Sony Computer Entertainment',1.21
'LEGO Indiana Jones 2: The Adventure Continues',DS,2009,Action,Activision,1.21
'The Magical Quest starring Mickey Mouse',SNES,1992,Platform,Capcom,1.21
'Dragon Quest IV: Michibikareshi Monotachi',PS,2001,Role-Playing,'Enix Corporation',1.21
'Star Wars Episode 1: Jedi Power Battles',PS,1999,Action,LucasArts,1.21
'Dino Crisis 2',PS,2000,Action,'Virgin Interactive',1.21
'Need for Speed Underground',GC,2003,Racing,'Electronic Arts',1.21
'Shrek / Shrek 2 2-in-1 Gameboy Advance Video',GBA,2007,Misc,N/A,1.21
'Test Drive 4',PS,1997,Racing,'Electronic Arts',1.21
'FIFA Soccer 07',PSP,2006,Sports,'Electronic Arts',1.21
'World Soccer Winning Eleven 9 (JP & Others sales)',PSP,2005,Sports,'Konami Digital Entertainment',1.2
'The Lord of the Rings: The Fellowship of the Ring',PS2,2002,Action,'Black Label Games',1.2
'LEGO Star Wars III: The Clone Wars',PS3,2011,Action,LucasArts,1.2
'ATV Offroad Fury 3',PS2,2004,Racing,'SouthPeak Games',1.2
'Pikmin 2',GC,2004,Strategy,Nintendo,1.2
'Just Dance 2016',Wii,2015,Misc,Ubisoft,1.2
'Disney Sing It',Wii,2008,Misc,'Disney Interactive Studios',1.2
'Battlefield: Hardline',XOne,2015,Shooter,'Electronic Arts',1.2
'WWE 2K16',PS4,2015,Sports,'Take-Two Interactive',1.2
'Dragon Ball Z: La Legende Saien',SNES,1993,Fighting,'Namco Bandai Games',1.2
TwinBee,NES,1986,Shooter,'Konami Digital Entertainment',1.2
'Ganbare Goemon! Karakuri Douchuu',NES,1986,Platform,'Konami Digital Entertainment',1.2
'NFL 2K',DC,1999,Sports,Sega,1.2
SolarStriker,GB,1989,Shooter,Nintendo,1.2
'Enter the Matrix',XB,2003,Action,Atari,1.2
'NHL 2002',PS2,2001,Sports,'Electronic Arts',1.2
'Mario vs. Donkey Kong 2: March of the Minis',DS,2006,Puzzle,Nintendo,1.2
'PokéPark Wii: Pikachu Adventure',Wii,2009,Adventure,Nintendo,1.2
'One Piece: Pirate Warriors',PS3,2012,Action,'Namco Bandai Games',1.2
'WWE 2K14',PS3,2013,Sports,'Take-Two Interactive',1.19
'Metal Gear Solid: Portable Ops',PSP,2006,Action,'Konami Digital Entertainment',1.19
'Nuclear Strike',PS,1997,Simulation,'Electronic Arts',1.19
'Captain Toad: Treasure Tracker',WiiU,2014,Puzzle,Nintendo,1.19
'WWE SmackDown vs Raw 2008',PSP,2007,Fighting,THQ,1.19
'The Simpsons: Road Rage',GBA,2003,Racing,THQ,1.19
'Pro Evolution Soccer 2008',Wii,2008,Sports,'Konami Digital Entertainment',1.19
'SpongeBob SquarePants: Revenge of the Flying Dutchman',GBA,2002,Platform,THQ,1.19
'Mario & Sonic at the London 2012 Olympic Games',3DS,2012,Sports,Sega,1.19
'Scarface: The World is Yours',PS2,2006,Action,'Vivendi Games',1.19
'Kobe Bryant in NBA Courtside',N64,1998,Sports,Nintendo,1.19
'Disney Chip Dale: Rescue Rangers',NES,1990,Platform,Capcom,1.19
'The Dukes of Hazzard: Racing for Home',PS,1999,Racing,Ubisoft,1.19
'Hitman 2: Silent Assassin',XB,N/A,Action,'Eidos Interactive',1.19
'FIFA 14',XOne,2013,Sports,'Electronic Arts',1.19
'Spider-Man: The Movie',GC,2002,Action,Activision,1.19
'Final Fantasy I & II: Dawn of Souls',GBA,2004,Role-Playing,Nintendo,1.19
'NBA 2K17',PS4,2016,Sports,'Take-Two Interactive',1.19
'Pokemon Super Mystery Dungeon',3DS,2015,Role-Playing,Nintendo,1.19
'Just Dance 4',X360,2012,Misc,Ubisoft,1.19
'Metal Gear Solid VR Missions',PS,1999,Adventure,'Konami Digital Entertainment',1.18
'Pole Position',2600,1982,Racing,Atari,1.18
'Resident Evil: Operation Raccoon City',PS3,2012,Action,Capcom,1.18
'LEGO Indiana Jones: The Original Adventures',PSP,2008,Action,LucasArts,1.18
'Pro Yakyuu Family Stadium 88',NES,1988,Sports,'Namco Bandai Games',1.18
Shenmue,DC,1999,Adventure,Sega,1.18
'Mario Tennis',GB,2000,Sports,Nintendo,1.18
'Tony Hawk Pro Skater 2',GBA,2001,Sports,Activision,1.18
'WWE 12',PS3,2011,Fighting,THQ,1.18
'WWE SmackDown vs. Raw 2010',PS3,2009,Fighting,THQ,1.18
'Plants vs. Zombies',DS,2011,Strategy,Mastertronic,1.18
'Sonic the Hedgehog',PS3,2006,Platform,Sega,1.18
'Super Ghouls Ghosts',SNES,1991,Platform,Capcom,1.18
Spore,PC,2008,Strategy,'Electronic Arts',1.17
'Soviet Strike',PS,1996,Simulation,'Electronic Arts',1.17
'Your Shape: Fitness Evolved 2012',X360,2011,Sports,Ubisoft,1.17
'Army of Two',PS3,2008,Shooter,'Electronic Arts',1.17
Gun,PS2,2005,Shooter,Activision,1.17
'Ty the Tasmanian Tiger',PS2,2002,Platform,'Electronic Arts',1.17
'Wario Land: Shake It!',Wii,2008,Platform,Nintendo,1.17
'Sonic Rush Adventure',DS,2007,Platform,Sega,1.17
'Medal of Honor: Warfighter',X360,2012,Action,'Electronic Arts',1.17
'Mega Man 3',NES,1990,Platform,Capcom,1.17
'Ratchet & Clank (2016)',PS4,2016,Platform,'Sony Computer Entertainment',1.17
'Mission: Impossible',N64,1997,Action,Ocean,1.17
'Romancing SaGa 2',SNES,1993,Role-Playing,SquareSoft,1.17
'Cabela Dangerous Hunts',PS2,2003,Sports,'Zoo Digital Publishing',1.17
'Cool Boarders 4',PS,1998,Sports,'989 Studios',1.17
'Rage Racer',PS,1996,Racing,'Sony Computer Entertainment',1.17
'Medal of Honor: Rising Sun',XB,2003,Shooter,'Electronic Arts',1.17
'Football Manager 2013',PC,2012,Sports,Sega,1.17
'Destruction Derby 2',PS,1996,Racing,Psygnosis,1.17
'Mirror Edge',X360,2008,Platform,'Electronic Arts',1.17
'Destiny: The Taken King',XOne,2015,Shooter,Activision,1.17
'Mario vs. Donkey Kong',GBA,2004,Puzzle,Nintendo,1.17
'007: Quantum of Solace',PS3,2008,Action,Activision,1.16
